customer_id,first_name,last_name,customer_type,customer_since_date,home_branch_id,state,active_flag
C10413,Claire,Miller,Consumer,2011-07-09,B008,ID,Y
C10414,James,Davis,Consumer,1995-02-20,B005,WA,Y
C10415,Claire,Evans,Consumer,2013-07-14,B001,WA,Y
C10416,Ezra,Wilson,Consumer,2025-04-30,B006,WA,Y
C10417,Mateo,Williams,Consumer,2021-02-17,B008,ID,Y
C10418,Ruby,Chen,Consumer,1999-10-05,B005,WA,Y
C10419,James,Wilson,Consumer,1998-08-26,B009,ID,Y
C10420,Liam,Campbell,Consumer,2025-08-07,B007,WA,Y
C10421,Liam,Sanchez,Consumer,2002-06-24,B009,ID,Y
C10422,Ava,Brooks,Consumer,1994-02-19,B004,WA,Y
C10423,Alice,Thomas,Consumer,2006-01-04,B008,ID,Y
C10424,Noah,Flores,Consumer,2012-05-04,B006,WA,Y
C10425,Ezra,Chen,Consumer,2001-02-09,B002,WA,Y
C10426,Henry,Hernandez,Consumer,1994-11-28,B008,ID,Y
C10427,Mateo,Lewis,Consumer,2014-08-14,B003,WA,Y
C10428,Grace,Mitchell,Consumer,2006-06-02,B001,WA,Y
C10429,Lucas,Robinson,Consumer,2006-12-27,B010,ID,Y
C10430,Nora,Miller,Consumer,2014-09-08,B001,WA,Y
C10431,Ava,Young,Business,2025-11-28,B008,ID,Y
C10432,Ezra,Lee,Consumer,2024-11-19,B009,ID,Y
C10433,Mia,Hernandez,Consumer,1994-05-04,B008,ID,Y
C10434,Ruby,Miller,Consumer,2016-02-26,B007,WA,Y
C10435,Caleb,Patel,Consumer,2025-02-23,B006,WA,N
C10436,Ava,Walker,Consumer,2013-06-27,B009,ID,Y
C10437,Chloe,Young,Consumer,2005-11-06,B003,WA,N
C10438,Luna,Lewis,Consumer,1999-01-05,B007,WA,Y
C10439,Alice,Flores,Consumer,2021-10-31,B006,WA,Y
C10440,Mateo,Chen,Business,2004-01-31,B003,WA,N
C10441,Mia,Williams,Consumer,2018-04-28,B010,ID,Y
C10442,Asher,Flores,Consumer,2019-06-18,B003,WA,Y
C10443,Leo,Johnson,Consumer,2025-09-10,B003,WA,Y
C10444,Alice,Rodriguez,Consumer,2011-07-15,B008,ID,Y
C10445,Luna,Patel,Consumer,2003-07-28,B009,ID,Y
C10446,Luna,Hernandez,Consumer,2008-07-03,B002,WA,Y
C10447,Levi,Carter,Consumer,2019-07-17,B002,WA,Y
C10448,Grace,Hernandez,Consumer,2002-06-27,B005,WA,Y
C10449,Adrian,Wright,Consumer,2018-08-12,B003,WA,Y
C10450,Mateo,Lewis,Consumer,1997-06-13,B007,WA,N
C10451,Maya,White,Business,1996-08-26,B007,WA,Y
C10452,Henry,Young,Consumer,2016-01-14,B008,ID,Y
C10453,Levi,Johnson,Consumer,1995-10-15,B001,WA,Y
C10454,Elijah,Hall,Business,2009-11-07,B007,WA,Y
C10455,Zoe,Robinson,Consumer,2011-09-28,B008,ID,Y
C10456,Leo,Johnson,Consumer,2000-08-14,B003,WA,Y
C10457,Caleb,Turner,Consumer,2014-09-07,B004,WA,Y
C10458,Leo,Carter,Consumer,2009-01-31,B001,WA,Y
C10459,Owen,Flores,Consumer,2004-03-06,B004,WA,Y
C10460,Ruby,Williams,Consumer,2020-05-31,B008,ID,Y
C10461,Layla,Davis,Consumer,2012-08-16,B003,WA,Y
C10462,Jack,Rivera,Consumer,2021-09-19,B007,WA,Y
C10463,Ruby,Diaz,Consumer,2022-07-20,B003,WA,N
C10464,Noah,Kim,Consumer,2011-04-13,B006,WA,Y
C10465,Chloe,White,Consumer,2018-09-08,B001,WA,Y
C10466,Mia,Lewis,Consumer,2011-12-03,B002,WA,N
C10467,James,Kim,Consumer,1999-11-04,B006,WA,Y
C10468,Emma,Campbell,Consumer,2000-12-11,B003,WA,Y
C10469,Ethan,Wright,Consumer,1998-01-22,B009,ID,Y
C10470,Lucas,Sanchez,Consumer,2011-04-10,B001,WA,N
C10471,Henry,Evans,Business,1994-03-15,B001,WA,Y
C10472,Lucas,Rivera,Consumer,2026-03-10,B006,WA,Y
C10473,Leo,Sanchez,Business,2012-10-07,B010,ID,Y
C10474,Layla,Diaz,Consumer,1994-03-26,B008,ID,Y
C10475,Noah,Johnson,Consumer,1999-06-02,B001,WA,Y
C10476,Maya,Hall,Consumer,1996-04-28,B003,WA,Y
C10477,Grace,Williams,Consumer,2008-12-12,B006,WA,Y
C10478,Henry,Rivera,Consumer,2015-01-13,B003,WA,Y
C10479,Asher,Patel,Consumer,2020-05-09,B008,ID,N
C10480,Owen,Martinez,Consumer,2022-04-12,B008,ID,Y
C10481,Elijah,Williams,Consumer,2004-06-06,B006,WA,Y
C10482,James,Martin,Consumer,2016-04-06,B004,WA,Y
C10483,Liam,Martinez,Consumer,2000-01-18,B007,WA,Y
C10484,Julian,Mitchell,Consumer,2025-08-05,B008,ID,Y
C10485,Adrian,Taylor,Business,2000-11-24,B010,ID,Y
C10486,Elijah,Young,Consumer,2026-05-13,B001,WA,Y
C10487,Amelia,Carter,Consumer,2023-02-15,B007,WA,Y
C10488,Asher,Kim,Consumer,2013-08-24,B007,WA,Y
C10489,Elena,Turner,Consumer,2012-05-15,B006,WA,Y
C10490,Adrian,Garcia,Consumer,2002-04-21,B003,WA,Y
C10491,Luna,Flores,Consumer,2007-09-08,B006,WA,Y
C10492,Layla,Mitchell,Consumer,2001-05-26,B006,WA,Y
C10493,Evelyn,Lee,Consumer,2007-04-15,B005,WA,Y
C10494,Olivia,Campbell,Consumer,2005-05-20,B001,WA,Y
C10495,Chloe,Flores,Consumer,1998-05-04,B008,ID,Y
C10496,Liam,Nguyen,Consumer,2019-11-05,B003,WA,Y
C10497,Chloe,Miller,Consumer,2022-04-09,B005,WA,Y
C10498,Luna,Hernandez,Business,2007-04-05,B006,WA,Y
C10499,Layla,Chen,Consumer,2005-11-25,B007,WA,Y
C10500,Liam,Rivera,Consumer,2010-03-13,B006,WA,Y
C10501,Elena,Kim,Consumer,2008-08-27,B002,WA,Y
C10502,Noah,Lee,Consumer,2025-04-20,B008,ID,Y
C10503,Mateo,Williams,Consumer,2008-10-23,B006,WA,Y
C10504,Ethan,Davis,Consumer,2003-04-25,B006,WA,Y
C10505,Ezra,Johnson,Consumer,2008-10-25,B006,WA,Y
C10506,Elena,Diaz,Consumer,2002-02-21,B007,WA,Y
C10507,Layla,Turner,Consumer,2003-08-11,B003,WA,Y
C10508,Claire,Johnson,Consumer,2024-06-01,B005,WA,Y
C10509,Evelyn,Lee,Consumer,2018-10-06,B004,WA,N
C10510,Chloe,Williams,Consumer,2012-05-08,B008,ID,Y
C10511,Amelia,Patel,Consumer,2025-05-03,B006,WA,Y
C10512,Amelia,Kim,Consumer,2026-08-23,B010,ID,Y
C10513,Julian,White,Consumer,2024-07-04,B006,WA,Y
C10514,Zoe,Lee,Consumer,2017-09-13,B007,WA,Y
C10515,Alice,Smith,Consumer,2026-02-01,B003,WA,Y
C10516,Mia,Evans,Consumer,2025-03-26,B010,ID,Y
C10517,Chloe,Turner,Consumer,2015-11-29,B009,ID,Y
C10518,Zoe,Thomas,Consumer,2021-04-22,B002,WA,Y
C10519,Evelyn,Thomas,Business,2006-08-27,B005,WA,Y
C10520,Noah,Robinson,Consumer,2011-06-24,B007,WA,Y
C10521,Levi,Anderson,Consumer,2022-07-12,B006,WA,Y
C10522,Alice,Sanchez,Consumer,2004-09-20,B007,WA,Y
C10523,Leo,Wright,Consumer,1994-03-06,B009,ID,Y
C10524,Amelia,Carter,Business,1997-08-17,B007,WA,Y
C10525,Ezra,Davis,Consumer,2012-06-14,B003,WA,Y
C10526,Camila,Chen,Consumer,2008-03-08,B001,WA,Y
C10527,Alice,Smith,Consumer,2018-06-13,B004,WA,Y
C10528,James,Taylor,Consumer,1997-06-03,B008,ID,Y
C10529,Elena,Scott,Consumer,2014-08-19,B009,ID,Y
C10530,Owen,Patel,Consumer,2002-06-18,B006,WA,Y
C10531,Miles,Diaz,Consumer,2023-03-17,B002,WA,Y
C10532,Elijah,Wright,Consumer,1998-07-13,B006,WA,Y
C10533,Liam,Hall,Consumer,1996-10-27,B001,WA,Y
C10534,Jack,Martinez,Business,2017-04-26,B010,ID,Y
C10535,Henry,Wright,Consumer,2003-12-04,B008,ID,Y
C10536,Isaac,Lewis,Consumer,2000-12-12,B006,WA,Y
C10537,Ruby,Thomas,Consumer,2003-10-24,B009,ID,N
C10538,Levi,White,Business,2012-12-07,B005,WA,Y
C10539,Olivia,Wright,Consumer,2014-10-06,B008,ID,Y
C10540,Harper,Brooks,Consumer,1995-07-23,B009,ID,Y
C10541,Elena,Martinez,Business,2011-02-23,B007,WA,Y
C10542,Noah,Lewis,Business,1997-06-21,B006,WA,Y
C10543,Amelia,Diaz,Consumer,1996-10-29,B001,WA,Y
C10544,Camila,Kim,Consumer,2019-10-03,B006,WA,Y
C10545,Noah,Davis,Consumer,2016-09-27,B005,WA,Y
C10546,Jack,Turner,Consumer,1995-01-31,B003,WA,N
C10547,Harper,Rodriguez,Consumer,1994-10-16,B006,WA,Y
C10548,Camila,Reed,Consumer,2014-08-17,B005,WA,Y
C10549,Adrian,Smith,Business,2008-07-31,B008,ID,Y
C10550,Mateo,Bennett,Consumer,2000-08-07,B007,WA,Y
C10551,Ava,Diaz,Consumer,2020-05-11,B005,WA,Y
C10552,Ava,Hernandez,Consumer,1996-04-11,B002,WA,Y
C10553,Lucas,White,Consumer,2008-06-15,B007,WA,Y
C10554,Ezra,Miller,Consumer,2013-05-08,B005,WA,Y
C10555,Layla,Hernandez,Consumer,2006-08-23,B002,WA,Y
C10556,Elijah,Lewis,Consumer,2019-07-17,B001,WA,Y
C10557,Elijah,Thompson,Consumer,2014-10-13,B009,ID,Y
C10558,Ezra,Rodriguez,Consumer,2005-07-03,B001,WA,Y
C10559,Owen,Mitchell,Consumer,2002-06-28,B009,ID,Y
C10560,Miles,Thomas,Consumer,2006-11-17,B008,ID,Y
C10561,Camila,Brooks,Consumer,2024-09-22,B007,WA,Y
C10562,Evelyn,Evans,Consumer,2013-07-19,B005,WA,Y
C10563,Levi,Williams,Consumer,2009-07-15,B004,WA,Y
C10564,Evelyn,Flores,Consumer,2000-12-29,B008,ID,Y
C10565,Layla,Scott,Business,2016-05-05,B010,ID,Y
C10566,Levi,Hall,Consumer,2000-06-23,B001,WA,Y
C10567,Olivia,Reed,Business,2020-04-26,B002,WA,Y
C10568,Nora,Scott,Business,2012-04-08,B010,ID,Y
C10569,Adrian,Brooks,Consumer,2009-06-28,B002,WA,Y
C10570,Owen,Martinez,Consumer,1998-04-29,B010,ID,Y
C10571,Luna,Reed,Consumer,2001-05-21,B008,ID,Y
C10572,Oliver,Hall,Consumer,2002-01-15,B004,WA,Y
C10573,Henry,Taylor,Consumer,2000-02-27,B005,WA,Y
C10574,Asher,White,Business,2004-03-01,B003,WA,Y
C10575,Nora,Patel,Consumer,2015-06-01,B006,WA,Y
C10576,Asher,Campbell,Consumer,2005-02-09,B005,WA,Y
C10577,Oliver,Miller,Consumer,2015-03-16,B003,WA,Y
C10578,Ethan,Lee,Consumer,2015-03-19,B003,WA,Y
C10579,Mateo,Martin,Consumer,2013-04-20,B006,WA,Y
C10580,Julian,Rodriguez,Consumer,2002-12-15,B001,WA,Y
C10581,Ethan,Reed,Consumer,2026-06-04,B010,ID,Y
C10582,Alice,Davis,Consumer,2017-09-11,B008,ID,Y
C10583,James,Carter,Consumer,2018-11-21,B004,WA,Y
C10584,Mateo,Robinson,Consumer,1999-06-11,B006,WA,Y
C10585,Levi,White,Consumer,2007-07-24,B006,WA,Y
C10586,Lucas,Kim,Consumer,1999-04-03,B009,ID,Y
C10587,Maya,Turner,Consumer,2006-08-07,B009,ID,N
C10588,Nora,Bennett,Consumer,2002-11-27,B006,WA,Y
C10589,Maya,Chen,Consumer,2007-07-13,B005,WA,Y
C10590,Ruby,Rodriguez,Consumer,2020-04-12,B004,WA,Y
C10591,Leo,Campbell,Consumer,2012-02-05,B005,WA,Y
C10592,Elena,Williams,Consumer,2019-01-08,B008,ID,Y
C10593,Ethan,Martin,Business,2018-04-09,B001,WA,Y
C10594,Noah,Martin,Business,2019-05-18,B003,WA,Y
C10595,Chloe,Turner,Consumer,2021-04-13,B010,ID,Y
C10596,Amelia,Lee,Consumer,2019-04-04,B004,WA,Y
C10597,Ruby,Garcia,Consumer,2000-08-08,B006,WA,Y
C10598,Claire,Bennett,Consumer,1995-01-13,B003,WA,Y
C10599,Jack,Williams,Business,1997-05-01,B005,WA,Y
C10600,Layla,Rodriguez,Consumer,2002-03-01,B009,ID,Y
